IdPropia;IdCatPadre;Nombre Producto;Descripcion;Descripcion Corta;Código de referencia;Precio Sin IVA;Precio Con IVA;Cantidad;Activo;Meta Título;Meta Palabras Clave;Meta Descripción;URL Imagen
169;100;HEMO-CHEK SCH;Para el cultivo y recuperación de microorganismos anaerobios causantes de bacteremia. PEDIÁTRICO: Frascos con 20 mL de Caldo Schaedler con vacío para drenar 2 mL de sangre *, ADULTO: Frascos con 50 mL de Caldo Schaedler con vacío para drenar 5 mL de sangre *;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
170;101;Medio de Transporte AMIES sin Carbón / Hisopo de Rayón;Recomendado para la recolección, transporte y conservación de diversos especímenes para estudios microbiológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
171;101;Medio de transporte AMIES con Carbón / Hisopo de Rayón;Recomendado para la recolección, transporte y conservación de diversos especímenes para estudios microbiológicos. El carbón funciona como neutralizante de toxinas microbianas y de algunos agentes antimicrobianos que pudieran estar presentes en las muestras;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
172;101;Medio de transporte de STUART / Hisopo de Rayón;Recomendado para la recolección, transporte y conservación de diversos especímenes para estudios microbiológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
173;101;Medio de transporte de CARY BLAIR / Hisopo de Rayón;Útil en el transporte de diferentes muestras para estudios bacteriológicos. Especialmente recomendado para el transporte de heces fecales obtenidas por hisopado rectal, en donde se sospeche la presencia de Vibrio spp. y otros enteropatógenos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
174;102;ASAS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
175;102;HISOPOS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
176;102;PLACA PETRI VACÍA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
177;102;HIELERA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
178;103;AGAR BACTERIOLÓGICO;Agente solidificante utilizado en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
179;103;BILIS DE BUEY;Agente inhibidor selectivo para medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
180;103;DESOXICOLATO DE SODIO;Agente inhibidor de microorganismos gram positivos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
181;103;EXTRACTO DE CARNE;Producto altamente nutritivo utilizado en la preparación de medios de cultivo microbiológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
182;103;EXTRACTO DE LEVADURA;Para la elaboración de medios de cultivo como excelente fuente de nutrientes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
183;103;EXTRACTO DE LEVADURA (Grado Técnico);Para la elaboración de medios de cultivo como excelente fuente de nutrientes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
184;103;GELATINA BACTERIOLÓGICA;Para la preparación de medios de cultivo microbiológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
185;103;HEMOGLOBINA;Suplemento para medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
186;103;INFUSIÓN DE CEREBRO (BOVINO);Utilizado en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
187;103;INFUSIÓN DE CEREBRO (PORCINO);Utilizado en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
188;103;INFUSIÓN CEREBRO CORAZÓN (BOVINO);Utilizado en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
189;103;INFUSIÓN CEREBRO CORAZÓN (PORCINO);Formulación especial utilizada en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
190;103;INFUSIÓN DE CORAZÓN (BOVINO);Utilizado en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
191;103;INFUSIÓN DE CORAZÓN (PORCINO);Utilizado en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
192;103;INFUSIÓN DE CORAZÓN (BOVINO);Utilizado en medios de cultivo para microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
193;103;INFUSIÓN DE TERNERA;Utilizado en medios de cultivo para microorganismos fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
194;103;LECHE PEPTONIZADA;Utilizada en medios de cultivo para el aislamiento y cultivo de lactobacilos y estreptococos a partir de productos lácteos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
195;103;PEPTONA BACTERIOLÓGICA;Ampliamente utilizada en la preparación de medios de cultivo, producción de toxinas, vacunas y otros productos biológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
196;103;PEPTONA BIOTRIPTASA;Recomendada para el desarrollo y cultivo de microorganismos de difícil crecimiento;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
197;103;PEPTONA DE CARNE (BOVINA);Puede ser incorporada en una gran variedad de formulaciones de medios para el cultivo de microorganismo fastidiosos y no fastidiosos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
198;103;PEPTONA DE CARNE (PORCINA);Empleada como sustituto de la Peptona de Carne Bovina en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
199;103;PEPTONA DE CASEÍNA ALTA SOLUBILIDAD;Proporciona una rica fuente de aminoácidos cuando es utilizada en la producción de toxinas, vacunas, enzimas y otros productos biológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
200;103;PEPTONA DE CASEÍNA H;Excelente fuente nutricional en medios de cultivo diseñados para la producción de antibióticos, enzimas y otros productos biológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
201;103;PEPTONA DE CASEÍNA TIPO I (TRIPTONA - Cat. 941);Empleada como sustituto de la Peptona de Carne Bovina en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
202;103;PEPTONA DE CASEÍNA TIPO II;Utilizada en la fabricación de toxinas, vacunas y enzimas, así como en formulaciones de medios de cultivo, especialmente aquellos que son suplementados con sangre;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
203;103;PEPTONA DE CASEÍNA TIPO III;Contiene los aminoácidos que se encuentran en la Caseína, fracciones largas de Péptidos así como alto contenido de Fostato por lo que se emplea en la preparación de medios de cultivo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
204;103;PEPTONA DE CASEÍNA TIPO IV;Empleada en la fabricación de medios de cultivo como fuente de nutrientes;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
205;103;PEPTONA DE CASEÍNA TIPO V;Ampliamente utilizada como fuente de nutrientes en bacteriología. Presenta excelente solubilidad y claridad en solución;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
206;103;PEPTONA DE CASEÍNA TIPO VI;Ampliamente utilizada para fermentación y recomendada en la preparación de medios de cultivo como nutriente con alto contenido de nitrógeno amínico;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
207;103;PEPTONA DE FERMENTACIÓN TIPO C;Ampliamente utilizada para fermentación y en la fabricación de vacunas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
208;103;PEPTONA DE GELATINA;Peptona baja en carbohidratos fermentables utilizada en medios de cultivo para microorganismos poco exigentes, así como en estudios de fermentación;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
209;103;PEPTONA LACTOALBÚMINA;Debido a su alto contenido de aminoácidos esenciales, es utilizada en formulaciones de medios de cultivo para microbiología, así como para cultivo de tejidos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
210;103;PEPTONA MARINA;Fórmula altamente nutritiva sustituta de digeridos de tejidos animales;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
211;103;PEPTONA PROTEOSA;Utilizada en la preparación de medios de cultivo empleados para la producción de toxinas y para procesos industriales de fermentación;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
212;103;PEPTONA PROTEOSA No. 3;Utilizada en medios de cultivo empleados para la producción de toxinas, vacunas, enzimas y otros productos biológicos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
213;103;PEPTONA DE SOYA;Utilizada en una amplia variedad de medios de cultivo, proporciona una excelente fuente de vitaminas y carbohidratos;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
214;103;PEPTONA DE SOYA GMO-F, AN-F;Peptona de Soya elaborada con materias primas libres de modificaciones genéticas y contaminantes de origen animal. Es recomendada para medios de cultivo microbiológicos y de cultivos celulares;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
215;103;POLIPEPTONA;Mezcla de Peptona de Caseína y Peptona de Carne. Puede ser utilizada en medios de cultivo como una fuente altamente nutricional;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
216;103;TIOGLICOLATO DE SODIO;Ingrediente de medios de cultivo que proporciona una atmósfera reducida para el desarrollo de microorganismos anaerobios;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
217;103;TRIPTOSA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
218;103;AGAR GRADO ALIMENTICIO (Alta Fuerza de Gel);;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
219;104;DEXTROSA ANHIDRA;Empleado como fuente de energía de fácil disponibilidad para los microorganismos y para pruebas de fermentación;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
220;104;LACTOSA;Empleado como fuente de energía de fácil disponibilidad para los microorganismos y para pruebas de fermentación;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
221;104;MALTOSA MONOHIDRATADA RA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
222;104;SACAROSA USP;Empleado como fuente de energía de fácil disponibilidad para los microorganismos y para pruebas de fermentación;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
223;105;AGAROSE E - Agarosa de Rutina;Agarosa ideal para pruebas de rutina en separaciones rápidas de ADN y fragmentos de ARN, así como para PCR y para la detección, preparación y clonación de plásmidos. También se utiliza para ensayos de Blotting;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
224;105;AGAROSE D1 LOW EEO;Agarosa para fragmentos de ácidos nucleicos con tamaño ≥ 1000 pb. Esta agarosa es apta para ensayos de Blotting. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
225;105;AGAROSE D1 LOW EEO - GQT (Genetic Quality Tested);Agarosa altamente purificada, con valores bajos de EEO y certificado de control de calidad GQT (Genetic Quality Tested). Recomendada para geles preparativos de ADN. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
226;105;AGAROSE D1 MEDIUM EEO;Agarosa recomendada para la electroforesis de proteínas séricas e inmunoelectroforesis. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
227;105;AGAROSE D1 HIGH EEO;Agarosa apta para inmunoelectroforesis cruzada. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
228;105;AGAROSE D2 - Alta temperatura de Gelificación;Agarosa recomendada para la preparación de perlas (Agarose Beads), también puede ser utilizada para electroforesis de proteínas e inmunoelectroforesis cruzada. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
229;105;AGAROSE D5 - Alta Fuerza de Gel;"Agarosa específica para electroforesis de campos pulsados de megabases de ADN (hasta 40 Kb), recomendada para separación de ADN > 1 Kb mediante electroforesis convencional y para ADN con tamaños de varias megabases mediante ""Pulsed Field Gel Electrophoresis"". No se detecta la presencia de DNAsas y RNAsas";;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
230;105;AGAROSE F.P. DNA - Finger Printing DNA;"La agarosa ""Finger Printing DNA"" es especifica para pruebas de paternidad, verificación de líneas celulares, tipados tisulares y pruebas forénsicas. No se detecta la presencia de DNAsas y RNAsas";;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
231;106;AGAROSE LM;Agarosa recomendada para la separación de fragmentos ≥ 1000 pb en electroforesis analítica. La baja temperatura de fusión (65 °C) permite fundir la agarosa sin dañar la doble hélice de ADN. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
232;106;AGAROSE LM GQT (Genetic Quality Tested);Esta agarosa, con certificado de control de calidad GQT (Genetic Quality Tested), está especialmente recomendada para electroforesis preparativa de ácidos nucleicos > 1000 pb y aplicaciones in-gel. No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
233;106;AGAROSE LM SIEVE;Agarosa de temperatura de fusión muy baja y capacidad más alta de resolución para fragmentos ≤ 1000 pb especial para productos PCR, entre 200 y 800 pb con certificado de control de calidad GQT (Genetic Quality Tested). No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
234;106;AGAROSE NOVAGEL GQT (Genetic Quality Tested);Agarosa especial para productos PCR, con capacidad de resolución para fragmentos entre 50 y 1000 pb con certificado de control de calidad GQT (Genetic Quality Tested). No se detecta la presencia de DNAsas y RNAsas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
235;107;AGAROSE M.S.- 4 Resolución de ADN 500 p.b.;Recomendada para geles analíticos de ADN < 500 pb. No se detecta la presencia de DNAsas y RNAsas y no presenta DNA Binding;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
236;107;AGAROSE M.S.- 6 (Metagel) Resolución de ADN 800 p.b.;Eficacia resolutiva mejorada para pequeños fragmentos de ADN (10 - 1200 pb) y productos PCR. No se detecta la presencia de DNAsas y RNAsas y presenta un DNA Binding muy bajo;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
237;107;AGAROSE M.S.- 8 Resolución de ADN 1000 p.b.;Recomendada para geles analíticos de ADN < 1200 pb y especialmente productos PCR. No se detecta la presencia de DNAsas ni RNAsas y no presenta DNA Binding;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
238;107;AGAROSE M.S.- 12 Resolución de ADN 1500 p.b.;Recomendada para geles analíticos de ADN, a concentración de 2% es capaz de separar fragmentos 30 - 1500 pb. No se detecta la presencia de DNAsas y RNAsas y no presenta DNA Binding;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
239;108;AGAR PARA PROPAGACIÓN DE PLANTAS (PPA);Recomendado para la micropropagación de plantas ornamentales, carnosas o leñosas, así como para la ingeniería genética dedicada a la investigación de plantas;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
240;109;AGUJA HIP;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
241;109;JERINGAS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
242;110;ALGODON;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
243;111;CARDIO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
244;112;CAT VENOCLISIS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
245;112;CAT FOGARTY;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
246;112;CATETER OTROS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
247;112;CAT UMBILICAL;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
248;113;CAT DIA PER;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
249;114;CAT TORAC;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
250;115;AGUJA WHI;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
251;115;HEMOSTATICO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
252;115;HOJA BIST;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
253;115;TUBOS OTROS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
254;115;CAMPOS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
255;116;APOSITOS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
256;116;BANDITAS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
257;116;FIJADOR;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
258;117;TELA/CINTA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
259;118;BOLSAS PAP;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
260;118;BOLSAS MIX;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
261;118;ROLLO MIX;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
262;118;PAPEL CREP;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
263;118;ESTERIL;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
264;118;ANTISEPTICO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
265;119;GASA NEST;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
266;119;GASA EST;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
267;119;COMPRESA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
268;120;SDA LEVIN;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
269;120;SDA ALIM;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
270;120;SDA ESOF;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
271;120;ASEPTO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
272;120;COLOSTOMIA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
273;121;GTE EX NES;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
274;121;GTE EXP EST;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
275;121;GTE CIR;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
276;122;NORMOGOTERO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
277;122;MICROGOTERO;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
278;122;BURETA;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
279;122;EQ MARIP;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
280;122;LLAVES;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
281;122;EQ OTROS;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
282;123;ABATELENG;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
283;123;APLICADOR;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
284;123;BRAZALETE;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
285;123;BOTIQUIN;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
286;123;CONECTOR;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
287;123;Prueba de embarazo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
288;123;Espejo Vaginal;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
289;123;CONTENEDORES;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
290;124;Collarín cervical;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
291;124;Compresa de gel;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
292;124;Venda elástica;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
293;124;Venda enyesada;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
294;124;Venda Elástica Adhesiva;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
295;125;Agua oxigenada;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
296;125;Alcohol desnaturalizado;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
297;125;Toalla Alcoholada de fibras sintéticas;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
298;126;Cánula orofaríngea Tipo Guedel;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
299;126;Cánula orofaríngea Tipo Berman;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
300;126;Catéter para suministro de oxigeno;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
301;126;Mascarilla p/ suministro de oxigeno;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
302;126;Mascarilla p/ oxigeno con bolsa de no reflujo y reservorio;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
303;126;Mascarilla p/ traqueostomía;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
304;126;Mascarilla estándar para aerosoles;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
305;126;Mascarilla p/ suministro de oxigeno c/micronebulizador;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
306;126;Espaciador de volumen;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
307;126;Sonda p/ aspirar secreciones c/ válvula de control;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
308;127;Tubo endotraqueal de PVC, tipo Murphy, c/globo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
309;127;Tubo endotraqueal de PVC, tipo Murphy, s/globo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
310;127;Tubo endotraqueal de elastómero de silicón, tipo Murphy, s/globo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
311;127;Tubo endotraqueal de PVC, reforzado, c/globo tipo Murphy y con espiral de alambre;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
312;128;Bata p/cirujano;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
313;128;Bata p/paciente;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
314;128;Bota quirúrgica s/plantilla;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
315;128;Campo sencillo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
316;128;Cubreboca desechable de polipropileno;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
317;128;Cubrebocas quirúrgico desechable;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
318;128;Gorro p/cirujano;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
319;128;Gorro p/paciente;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
320;128;Paquete p/ cesárea y cirugía general estéril;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
321;128;Paquete básico p/ cirugía, estéril;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
322;128;Paquete p/ cirugía. General Universal, estéril;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
323;128;Paquete p/ parto estéril;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
324;128;Uniforme quirúrgico pantalón y filipina básico, no estéril.;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
325;129;Termómetro clínico de vidrio;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
326;129;Termómetro clínico digital;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
327;129;Termómetro clínico cristal líquido;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
328;130;Sonda Foley de látex, de 2 vías, globo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
329;130;Sonda Foley Owen de látex de 3 vías globo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
330;130;Sonda Foley de silicón de 2 vías globo;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
331;130;Sonda Nelaton látex longitud 40 cm;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
332;130;Bolsa recolectora de orina;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
333;130;Bolsa de orina Delux o Fashion;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
334;130;"Equipo de cateter ureterales radiopaco doble ""J""";;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
335;130;"Cateter ureteral doble ""J"", de Poliuretano";;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
336;131;Pantimedia;;;;;;10;1;;;;http://localhost/consorcioHospitalario/img/ImagenNoDisponible.png
